time,rad2,rad3
658,0.004299073,0.015363477
659,0.000900368,0.012392167
660,0.000900463,0.012393471
661,0.005121388,0.015521605
662,0.005121927,0.015523238
663,0.003588508,0.013809273
664,0.003588886,0.013810727
665,0.00413807,0.014993026
666,0.004138505,0.014994604
667,0.002877131,0.013278227
668,0.002877737,0.013281022
669,0.003810479,0.013773419
670,0.00381088,0.013774869
671,0.00392088,0.013530767
672,0.003921293,0.013532191
673,0.004142427,0.013780669
674,0.004142863,0.013782119
675,0.003867421,0.012570521
676,0.003867828,0.012571844
677,0.003594934,0.012282653
678,0.003595312,0.012283945
679,0.003430251,0.012961216
680,0.003430612,0.01296258
681,0.004255743,0.012671983
682,0.004256639,0.012674651
683,0.003597583,0.012583758
684,0.003597962,0.012585082
685,0.004753106,0.013262882
686,0.004753606,0.013264278
687,0.003709481,0.012728795
688,0.003709871,0.012730134
689,0.005030241,0.013762104
690,0.00503077,0.013763553
691,0.00420593,0.013181729
692,0.004206373,0.013183116
693,0.004867674,0.013723176
694,0.004868186,0.01372462
695,0.004042451,0.012940977
696,0.004043302,0.012943701
697,0.002557753,0.01152838
698,0.002558023,0.011529593
699,0.005036598,0.013148014
700,0.005037128,0.013149398
701,0.003274623,0.009855102
702,0.003274968,0.009856139
703,0.003881285,0.01039653
704,0.003881693,0.010397624
705,0.004047986,0.010261078
706,0.004048412,0.010262158
707,0.004048838,0.010263238
708,0.004049264,0.010264318
709,0.003719645,0.010311663
710,0.003720428,0.010313834
711,0.00366558,0.010222361
712,0.003665966,0.010223437
713,0.003941981,0.010563963
714,0.003942811,0.010566187
715,0.003999036,0.010073397
716,0.003999457,0.010074458
717,0.004053954,0.009982892
718,0.004054808,0.009984993
719,0.005653626,0.012039904
720,0.005654221,0.012041171
721,0.002731378,0.008659807
722,0.002731666,0.008660719
723,0.004500824,0.010084004
724,0.004501298,0.010085066
725,0.004169983,0.009637963
726,0.004170422,0.009638977
727,0.003839058,0.009841971
728,0.003839462,0.009843007
729,0.002900236,0.008715312
730,0.002900541,0.008716229
731,0.003951119,0.009552274
732,0.003951951,0.009554285
733,0.004394634,0.010003926
